Date,H,COCO,TEMP,DWPT,TSUN,PRCP,SNOW,WDIR,WSPD,WPGT,PRES,RHUM
2024-04-08,13,Day Cloudy,36,22.9,—,0,—,220,9.4,—,1008,47
2024-04-08,12,Day Cloudy,35,22,—,0,—,170,9.4,—,1009,47
2024-04-08,11,Day Cloudy,34,22.1,—,0,—,200,7.6,—,1010,50
2024-04-08,10,Day Cloudy,34,23.1,—,0,—,100,9.4,—,1011,53
2024-04-08,09,Day Cloudy,32,25.1,—,0,—,140,11.2,—,1011,67
2024-04-08,08,Day Cloudy,30,26,—,0,—,130,13,—,1011,79
2024-04-08,07,Day Cloudy,29,27,—,0,—,150,9.4,—,1010,89
2024-04-08,06,Day Cloudy,28,26,—,0,—,140,9.4,—,1010,89
2024-04-08,05,Day Sunny,28,26,—,0,—,233,3.6,—,1009,89
2024-04-08,04,Day Cloudy,28,26,—,0,—,130,7.6,—,1009,89
2024-04-08,03,Day Sunny,28,26.9,—,0,—,130,9.4,—,1008,94
2024-04-08,02,Day Sunny,28,26.9,—,0,—,140,11.2,—,1008,94
2024-04-08,01,Day Sunny,29,26,—,0,—,140,11.2,—,1008,84
2024-04-08,00,Day Sunny,29,26,—,0,—,150,14.8,—,1009,84
2024-04-07,23,Day Sunny,29,26,—,0,—,150,13,—,1010,84
2024-04-07,22,Day Sunny,29,26,—,0,—,140,16.6,—,1009,84
2024-04-07,21,Day Cloudy,30,26,—,0,—,150,20.5,—,1009,79
2024-04-07,20,Day Cloudy,30,26,—,0,—,150,18.4,—,1008,79
2024-04-07,19,Day Cloudy,30,25.1,—,0,—,160,18.4,—,1008,75
2024-04-07,18,Day Cloudy,32,23,—,0,—,150,20.5,—,1007,59
2024-04-07,17,Day Cloudy,33,23.9,—,0,—,150,20.5,—,1006,59
2024-04-07,16,Day Cloudy,34,24,—,0,—,190,25.9,—,1006,56
2024-04-07,15,Day Cloudy,36,23.9,—,0,—,180,18.4,—,1006,50
2024-04-07,14,Day Cloudy,36,22.9,—,0,—,210,14.8,—,1006,47
2024-04-07,13,Day Cloudy,36,21.8,—,0,—,210,7.6,—,1007,44
2024-04-07,12,Day Cloudy,35,22,—,0,—,160,7.6,—,1008,47
2024-04-07,11,Day Cloudy,34,23.1,—,0,—,74,7.6,—,1009,53
2024-04-07,10,Day Cloudy,33,25,—,0,—,130,11.2,—,1010,63
2024-04-07,09,Day Cloudy,31,26,—,0,—,150,11.2,—,1011,75
2024-04-07,08,Day Cloudy,30,27,—,0,—,90,9.4,—,1011,84
2024-04-07,07,Day Cloudy,28,26.9,—,0,—,110,7.6,—,1010,94
2024-04-07,06,Day Cloudy,27,26,—,0,—,70,7.6,—,1009,94
2024-04-07,05,Day Cloudy,27,26,—,0,—,130,7.6,—,1008,94
2024-04-07,04,Day Sunny,28,26,—,0,—,204,3.6,—,1008,89
2024-04-07,03,Day Sunny,28,26,—,0,—,100,5.4,—,1008,89
2024-04-07,02,Day Sunny,28,26,—,0,—,150,9.4,—,1008,89
2024-04-07,01,Day Sunny,28,26,—,0,—,150,11.2,—,1008,89
2024-04-07,00,Day Sunny,28,26,—,0,—,140,14.8,—,1009,89
2024-04-06,23,Day Cloudy,29,26,—,0,—,140,14.8,—,1010,84
2024-04-06,22,Day Sunny,29,25,—,0,—,140,13,—,1010,79
2024-04-06,21,Day Cloudy,29,25,—,0,—,130,14.8,—,1009,79
2024-04-06,20,Day Cloudy,29,25,—,0,—,160,16.6,—,1009,79
2024-04-06,19,Day Cloudy,29,24.1,—,0,—,160,14.8,—,1008,75
2024-04-06,18,Day Cloudy,30,23,—,0,—,170,18.4,—,1008,66
2024-04-06,17,Day Cloudy,32,20,—,0,—,180,18.4,—,1007,49
2024-04-06,16,Day Cloudy,33,20.9,—,0,—,210,25.9,—,1007,49
2024-04-06,15,Day Cloudy,34,22.1,—,0,—,180,16.6,—,1007,50
2024-04-06,14,Day Cloudy,35,22,—,0,—,200,20.5,—,1007,47
2024-04-06,13,Day Cloudy,35,20.9,—,0,—,180,11.2,—,1008,44
2024-04-06,12,Day Cloudy,34,21.1,—,0,—,170,9.4,—,1009,47
2024-04-06,11,Day Cloudy,34,22.1,—,0,—,150,9.4,—,1010,50
2024-04-06,10,Day Cloudy,32,22.1,—,0,—,120,13,—,1011,56
2024-04-06,09,Day Cloudy,32,23,—,0,—,120,18.4,—,1011,59
2024-04-06,08,Day Cloudy,30,23,—,0,—,140,16.6,—,1011,66
2024-04-06,07,Day Cloudy,29,24.1,—,0,—,130,11.2,—,1010,75
2024-04-06,06,Day Cloudy,28,24,—,0,—,130,11.2,—,1010,79
2024-04-06,05,Day Sunny,28,24,—,0,—,140,9.4,—,1009,79
2024-04-06,04,Day Cloudy,29,24.1,—,0,—,150,11.2,—,1008,75
2024-04-06,03,Day Cloudy,29,24.1,—,0,—,150,11.2,—,1008,75
2024-04-06,02,Day Cloudy,29,24.1,—,0,—,140,13,—,1008,75
2024-04-06,01,Day Cloudy,29,24.1,—,0,—,150,14.8,—,1009,75
2024-04-06,00,Day Sunny,29,24.1,—,0,—,140,16.6,—,1009,75
2024-04-05,23,Day Cloudy,29,24.1,—,0,—,140,14.8,—,1010,75
2024-04-05,22,Day Sunny,29,24.1,—,0,—,140,16.6,—,1010,75
2024-04-05,21,Day Cloudy,29,25,—,0,—,150,20.5,—,1009,79
2024-04-05,20,Day Cloudy,29,25,—,0,—,140,18.4,—,1009,79
2024-04-05,19,Day Cloudy,30,25.1,—,0,—,160,16.6,—,1008,75
2024-04-05,18,Day Cloudy,31,25.1,—,0,—,150,18.4,—,1007,71
2024-04-05,17,Day Cloudy,33,23.9,—,0,—,180,18.4,—,1006,59
2024-04-05,16,Day Cloudy,34,25.1,—,0,—,180,16.6,—,1006,60
2024-04-05,15,Day Cloudy,35,24.9,—,0,—,180,13,—,1006,56
2024-04-05,14,Day Cloudy,35,24,—,0,—,140,11.2,—,1006,53
2024-04-05,13,Day Cloudy,34,25.1,—,0,—,140,13,—,1007,60
2024-04-05,12,Day Cloudy,33,25,—,0,—,140,13,—,1008,63
2024-04-05,11,Day Cloudy,33,25,—,0,—,140,9.4,—,1009,63
2024-04-05,10,Day Cloudy,33,25,—,0,—,150,13,—,1010,63
2024-04-05,09,Day Cloudy,32,26.1,—,0,—,160,7.6,—,1011,71
2024-04-05,08,Day Cloudy,30,26,—,0,—,160,9.4,—,1011,79
2024-04-05,07,Day Cloudy,29,26,—,0.2,—,170,11.2,—,1010,84
2024-04-05,06,Day Cloudy,29,26,—,0,—,180,11.2,—,1009,84
2024-04-05,05,Day Cloudy,29,27,—,0,—,200,11.2,—,1009,89
2024-04-05,04,Day Cloudy,29,27,—,0,—,180,14.8,—,1008,89
2024-04-05,03,Day Cloudy,29,26,—,0,—,170,11.2,—,1008,84
2024-04-05,02,Day Cloudy,29,26,—,0,—,170,14.8,—,1008,84
2024-04-05,01,Day Cloudy,29,27,—,0,—,160,14.8,—,1008,89
2024-04-05,00,Day Sunny,29,27,—,0,—,170,14.8,—,1009,89
2024-04-04,23,Day Cloudy,29,27,—,0,—,160,18.4,—,1009,89
2024-04-04,22,Day Sunny,29,27,—,0,—,160,14.8,—,1009,89
2024-04-04,21,Day Cloudy,30,26,—,0,—,170,14.8,—,1009,79
2024-04-04,20,Day Cloudy,30,23.9,—,0,—,150,14.8,—,1008,70
2024-04-04,19,Day Cloudy,31,22.1,—,0,—,180,14.8,—,1008,59
2024-04-04,18,Day Cloudy,32,23,—,0,—,190,16.6,—,1007,59
2024-04-04,17,Day Cloudy,35,22,—,0,—,180,5.4,—,1007,47
2024-04-04,16,Day Cloudy,35,23,—,0,—,170,11.2,—,1006,50
2024-04-04,15,Day Cloudy,35,23,—,0,—,150,11.2,—,1007,50
2024-04-04,14,Day Cloudy,36,22.9,—,0,—,180,11.2,—,1007,47
2024-04-04,13,Day Cloudy,35,24,—,0,—,150,9.4,—,1008,53
2024-04-04,12,Day Cloudy,34,24,—,0,—,190,3.6,—,1009,56
2024-04-04,11,Day Cloudy,32,24.1,—,0,—,180,11.2,—,1010,63
2024-04-04,10,Day Cloudy,32,24.1,—,0,—,200,9.4,—,1011,63
2024-04-04,09,Day Cloudy,31,25.1,—,0,—,170,13,—,1011,71
2024-04-04,08,Day Cloudy,30,26,—,0,—,180,9.4,—,1011,79
2024-04-04,07,Day Cloudy,29,27,—,0,—,160,11.2,—,1010,89
2024-04-04,06,Day Cloudy,29,27,—,0,—,150,13,—,1010,89
2024-04-04,05,Day Sunny,29,27,—,0,—,170,9.4,—,1009,89
2024-04-04,04,Day Sunny,28,26.9,—,0,—,170,7.6,—,1009,94
2024-04-04,03,Day Sunny,29,27,—,0,—,180,11.2,—,1008,89
2024-04-04,02,Day Sunny,29,26,—,0,—,160,11.2,—,1008,84
2024-04-04,01,Day Sunny,29,27,—,0,—,160,9.4,—,1009,89
2024-04-04,00,Day Sunny,29,27,—,0,—,150,11.2,—,1009,89
2024-04-03,23,Day Cloudy,29,27,—,0,—,170,14.8,—,1010,89
2024-04-03,22,Day Sunny,29,27,—,0,—,150,14.8,—,1010,89
2024-04-03,21,Day Cloudy,30,27,—,0,—,180,16.6,—,1010,84
2024-04-03,20,Day Cloudy,30,26,—,0,—,160,13,—,1009,79
2024-04-03,19,Day Cloudy,30,25.1,—,0,—,170,18.4,—,1009,75
2024-04-03,18,Day Cloudy,32,22.1,—,0,—,180,18.4,—,1008,56
2024-04-03,17,Day Cloudy,34,21.1,—,0,—,180,16.6,—,1007,47
2024-04-03,16,Day Cloudy,35,18.1,—,0,—,160,9.4,—,1007,37
2024-04-03,15,Day Cloudy,35,20.2,—,0,—,160,5.4,—,1007,42
2024-04-03,14,Day Cloudy,36,21.1,—,0,—,190,11.2,—,1008,42
2024-04-03,13,Day Cloudy,35,20.2,—,0,—,210,11.2,—,1009,42
2024-04-03,12,Day Cloudy,34,22.1,—,0,—,140,7.6,—,1010,50
2024-04-03,11,Day Cloudy,34,22.1,—,0,—,180,11.2,—,1011,50
2024-04-03,10,Day Cloudy,33,23.1,—,0,—,180,16.6,—,1012,56
2024-04-03,09,Day Cloudy,31,23.9,—,0,—,180,14.8,—,1012,66
2024-04-03,08,Day Cloudy,30,26,—,0,—,170,11.2,—,1012,79
2024-04-03,07,Day Cloudy,29,27,—,0,—,190,9.4,—,1011,89
2024-04-03,06,Day Cloudy,28,26,—,0,—,160,9.4,—,1011,89
2024-04-03,05,Day Cloudy,28,26,—,0,—,160,11.2,—,1010,89
2024-04-03,04,Day Sunny,28,26.9,—,0,—,170,7.6,—,1009,94
2024-04-03,03,Day Sunny,28,26.9,—,0,—,170,7,—,1009,94
2024-04-03,02,Day Sunny,28,26,—,0,—,180,13,—,1008,89
2024-04-03,01,Day Sunny,28,26,—,0,—,170,9,—,1009,89
2024-04-03,00,Day Sunny,29,26,—,0,—,170,13,—,1009,84
2024-04-02,23,Day Cloudy,29,26,—,0,—,170,11,—,1010,84
2024-04-02,22,Day Sunny,29,26,—,0,—,170,11,—,1010,84
2024-04-02,21,Day Cloudy,29,25,—,0,—,150,13,—,1009,79
2024-04-02,20,Day Cloudy,30,25.1,—,0,—,160,15,—,1009,75
2024-04-02,19,Day Cloudy,30,23,—,0,—,170,13,—,1009,66
2024-04-02,18,Day Cloudy,31,23.1,—,0,—,160,17,—,1008,63
2024-04-02,17,Day Cloudy,32,23,—,0,—,160,15,—,1007,59
2024-04-02,16,Day Cloudy,33,23.1,—,0,—,170,17,—,1007,56
2024-04-02,15,Day Cloudy,35,22,—,0,—,170,17,—,1007,47
2024-04-02,14,Day Cloudy,35,22,—,0,—,170,13,—,1007,47
2024-04-02,13,Day Cloudy,35,24,—,0,—,150,15,—,1008,53
2024-04-02,12,Day Cloudy,34,25.1,—,0,—,160,11,—,1009,60
2024-04-02,11,Day Cloudy,33,27,—,0.2,—,180,13,—,1010,71
2024-04-02,10,Day Cloudy,31,26,—,0,—,160,13,—,1011,75
2024-04-02,09,Day Cloudy,31,26.9,—,0,—,150,11.2,—,1011,79
2024-04-02,08,Day Cloudy,30,27,—,0,—,160,7.6,—,1011,84
2024-04-02,07,Day Cloudy,29,27,—,0,—,170,11.2,—,1010,89
2024-04-02,06,Day Cloudy,29,27,—,0,—,180,11.2,—,1010,89
2024-04-02,05,Day Cloudy,29,27,—,0,—,190,13,—,1009,89
2024-04-02,04,Day Cloudy,29,27,—,0,—,140,9.4,—,1008,89
2024-04-02,03,Day Cloudy,29,27,—,0,—,190,11.2,—,1008,89
2024-04-02,02,Day Cloudy,29,27,—,0,—,170,9.4,—,1008,89
2024-04-02,01,Day Cloudy,29,27,—,0,—,180,13,—,1009,89
2024-04-02,00,Day Cloudy,29,27,—,0,—,180,17,—,1009,89
2024-04-01,23,Day Cloudy,29,27,—,0,—,150,17,—,1010,89
2024-04-01,22,Day Cloudy,30,27,—,0,—,150,13,—,1010,84
2024-04-01,21,Day Cloudy,30,28,—,0,—,140,19,—,1010,89
2024-04-01,20,Day Cloudy,30,27,—,0,—,160,11,—,1009,84
2024-04-01,19,Day Cloudy,30,27,—,0,—,160,15,—,1008,84
2024-04-01,18,Day Cloudy,31,26.9,—,0,—,180,19,—,1008,79
2024-04-01,17,Cloudy,33,26.1,—,0.2,—,190,15,—,1007,67
2024-04-01,16,Day Cloudy,35,24.9,—,0,—,180,13,—,1006,56
2024-04-01,15,Day Cloudy,36,22.9,—,0,—,170,7,—,1007,47
2024-04-01,14,Day Cloudy,35,23,—,0,—,180,7,—,1007,50
2024-04-01,13,Day Cloudy,35,24,—,0,—,343,6,—,1008,53
2024-04-01,12,Day Cloudy,35,24,—,0,—,43,6,—,1010,53
2024-04-01,11,Day Cloudy,33,25,—,0,—,200,6,—,1011,63
2024-04-01,10,Day Cloudy,33,25,—,0,—,180,7,—,1012,63
2024-04-01,09,Day Cloudy,32,26.1,—,0,—,180,9,—,1012,71
2024-04-01,08,Day Cloudy,30,26,—,0,—,170,7,—,1012,79
2024-04-01,07,Day Cloudy,29,27,—,0,—,170,7,—,1011,89
2024-04-01,06,Day Cloudy,29,27,—,0,—,160,6,—,1011,89
2024-04-01,05,Day Cloudy,28,26.9,—,0,—,130,9,—,1010,94
2024-04-01,04,Day Cloudy,28,26.9,—,0,—,170,9,—,1010,94
2024-04-01,03,Day Cloudy,28,26.9,—,0,—,150,9,—,1010,94
2024-04-01,02,Day Cloudy,28,26.9,—,0,—,160,13,—,1010,94
2024-04-01,01,Day Cloudy,29,27,—,0,—,160,11,—,1011,89
2024-04-01,00,Day Cloudy,28,26.9,—,0,—,170,11,—,1011,94
2024-03-31,23,Day Cloudy,29,26,—,0,—,160,13,—,1012,84
2024-03-31,22,Day Sunny,29,26,—,0,—,150,9,—,1012,84
2024-03-31,21,Day Cloudy,29,26,—,0,—,140,17,—,1012,84
2024-03-31,20,Day Cloudy,29,26,—,0,—,190,15,—,1011,84
2024-03-31,19,Day Cloudy,30,25.1,—,0,—,160,11,—,1010,75
2024-03-31,18,Day Cloudy,31,23.9,—,0,—,140,13,—,1010,66
2024-03-31,17,Cloudy,32,23,—,0,—,150,11,—,1009,59
2024-03-31,16,Day Cloudy,33,22.2,—,0,—,160,17,—,1009,53
2024-03-31,15,Day Cloudy,36,21.8,—,0,—,200,11,—,1009,44
2024-03-31,14,Day Cloudy,35,22,—,0,—,150,11,—,1010,47
2024-03-31,13,Day Cloudy,35,23,—,0,—,170,13,—,1011,50
2024-03-31,12,Day Cloudy,36,21.8,—,0,—,180,11,—,1012,44
2024-03-31,11,Day Cloudy,35,22,—,0,—,130,7,—,1013,47
2024-03-31,10,Day Cloudy,34,23.1,—,0,—,120,11,—,1014,53
2024-03-31,09,Day Cloudy,33,25,—,0,—,140,9,—,1014,63
2024-03-31,08,Day Cloudy,31,26,—,0,—,140,11,—,1014,75
2024-03-31,07,Day Cloudy,29,27,—,0,—,240,6,—,1014,89
2024-03-31,06,Day Cloudy,28,26.9,—,0,—,237,6,—,1013,94
2024-03-31,05,Day Cloudy,28,26.9,—,0,—,150,6,—,1013,94
2024-03-31,04,Day Sunny,28,26.9,—,0,—,130,6,—,1012,94
2024-03-31,03,Day Sunny,28,26.9,—,0,—,130,4,—,1012,94
2024-03-31,02,Day Sunny,28,26.9,—,0,—,160,9,—,1012,94
2024-03-31,01,Day Sunny,28,26.9,—,0,—,160,11,—,1012,94
2024-03-31,00,Day Sunny,29,26,—,0,—,160,11,—,1013,84
2024-03-30,23,Day Cloudy,29,26,—,0,—,130,11,—,1014,84
2024-03-30,22,Day Sunny,29,26,—,0,—,120,11,—,1014,84
2024-03-30,21,Day Cloudy,29,26,—,0,—,160,11,—,1013,84
2024-03-30,20,Day Cloudy,29,25,—,0,—,170,11,—,1012,79
2024-03-30,19,Day Cloudy,30,25.1,—,0,—,160,9,—,1012,75
2024-03-30,18,Day Cloudy,31,23.9,—,0,—,180,17,—,1012,66
2024-03-30,17,Cloudy,32,24.1,—,0,—,180,20,—,1011,63
2024-03-30,16,Day Cloudy,33,23.9,—,0,—,200,20,—,1010,59
2024-03-30,15,Day Cloudy,36,21.8,—,0,—,190,20,—,1010,44
2024-03-30,14,Day Cloudy,36,21.8,—,0,—,160,17,—,1011,44
2024-03-30,13,Day Cloudy,36,22.9,—,0,—,170,17,—,1012,47
2024-03-30,12,Day Cloudy,35,23,—,0,—,190,13,—,1013,50
2024-03-30,11,Day Cloudy,35,22,—,0,—,140,13,—,1013,47
2024-03-30,10,Day Cloudy,34,23.1,—,0,—,130,13,—,1014,53
2024-03-30,09,Day Cloudy,33,23.1,—,0,—,130,11,—,1014,56
2024-03-30,08,Day Cloudy,31,25.1,—,0,—,130,19,—,1014,71
2024-03-30,07,Day Cloudy,28,26.9,—,0,—,130,19,—,1013,94
2024-03-30,06,Day Cloudy,28,26.9,—,0,—,130,20,—,1013,94
2024-03-30,05,Day Cloudy,28,26,—,0,—,140,15,—,1012,89
2024-03-30,04,Day Cloudy,27,26,—,0,—,140,11,—,1012,94
2024-03-30,03,Day Cloudy,28,26,—,0,—,140,11,—,1012,89
2024-03-30,02,Day Cloudy,28,26,—,0,—,140,15,—,1012,89
2024-03-30,01,Day Cloudy,28,26,—,0,—,140,9,—,1012,89
2024-03-30,00,Day Cloudy,28,26,—,0,—,150,9,—,1012,89
2024-03-29,23,Day Cloudy,28,26,—,0,—,140,13,—,1013,89
2024-03-29,22,Day Cloudy,29,26,—,0,—,150,13,—,1013,84
2024-03-29,21,Day Cloudy,29,26,—,0,—,130,17,—,1012,84
2024-03-29,20,Day Cloudy,29,25,—,0,—,150,13,—,1012,79
2024-03-29,19,Day Cloudy,30,23.9,—,0,—,160,17,—,1010,70
2024-03-29,18,Cloudy,30,25.1,—,0,—,170,19,—,1010,75
2024-03-29,17,Cloudy,32,23,—,0,—,170,19,—,1010,59
2024-03-29,16,Day Cloudy,33,23.9,—,0,—,160,17,—,1009,59
2024-03-29,15,Day Cloudy,34,21.1,—,0,—,150,13,—,1009,47
2024-03-29,14,Day Cloudy,35,22,—,0,—,140,15,—,1010,47
2024-03-29,13,Day Cloudy,35,22,—,0,—,170,11,—,1010,47
2024-03-29,12,Day Cloudy,35,23,—,0,—,150,13,—,1012,50
2024-03-29,11,Day Cloudy,33,23.9,—,0,—,190,13,—,1013,59
2024-03-29,10,Day Cloudy,32,25.1,—,0,—,150,13,—,1013,67
2024-03-29,09,Day Cloudy,31,26,—,0,—,130,17,—,1013,75
2024-03-29,08,Day Cloudy,30,26,—,0,—,130,15,—,1013,79
2024-03-29,07,Day Cloudy,28,26.9,—,0,—,140,13,—,1012,94
2024-03-29,06,Day Cloudy,28,26.9,—,0,—,150,7,—,1012,94
2024-03-29,05,Day Cloudy,27,27,—,0,—,130,13,—,1011,100
2024-03-29,04,Day Cloudy,28,26,—,0,—,140,11,—,1011,89
2024-03-29,03,Day Cloudy,28,26,—,0,—,130,11,—,1011,89
2024-03-29,02,Day Cloudy,28,26,—,0,—,150,13,—,1011,89
2024-03-29,01,Day Cloudy,28,26,—,0,—,130,11,—,1011,89
2024-03-29,00,Day Cloudy,28,26,—,0,—,140,15,—,1012,89
2024-03-28,23,Day Cloudy,28,26.9,—,0,—,140,9,—,1013,94
2024-03-28,22,Day Cloudy,28,26.9,—,0,—,150,7,—,1013,94
2024-03-28,21,Day Cloudy,29,26,—,0,—,140,13,—,1013,84
2024-03-28,20,Day Cloudy,29,25,—,0,—,150,13,—,1012,79
2024-03-28,19,Day Cloudy,29,25,—,0,—,170,13,—,1012,79
2024-03-28,18,Day Cloudy,30,25.1,—,0,—,180,17,—,1011,75
2024-03-28,17,Day Cloudy,31,23.9,—,0,—,190,20,—,1010,66
2024-03-28,16,Day Cloudy,32,20.9,—,0,—,190,20,—,1009,52
2024-03-28,15,Day Cloudy,34,23.1,—,0.1,—,200,15,—,1009,53
2024-03-28,14,Day Cloudy,34,23.1,—,0,—,180,13,—,1009,53
2024-03-28,13,Day Cloudy,34,23.1,—,0,—,150,13,—,1010,53
2024-03-28,12,Day Cloudy,35,23,—,0,—,160,13,—,1011,50
2024-03-28,11,Day Cloudy,34,23.1,—,0,—,170,13,—,1012,53
2024-03-28,10,Day Cloudy,34,23.1,—,0,—,150,11,—,1013,53
2024-03-28,09,Day Cloudy,32,24.1,—,0,—,140,11,—,1013,63
2024-03-28,08,Day Cloudy,30,23.9,—,0,—,150,13,—,1013,70
2024-03-28,07,Day Cloudy,28,25,—,0,—,130,17,—,1012,84
2024-03-28,06,Day Cloudy,28,25,—,0,—,130,17,—,1012,84
2024-03-28,05,Day Cloudy,27,25,—,0,—,140,15,—,1012,89
2024-03-28,04,Day Sunny,28,25,—,0,—,130,9,—,1012,84
2024-03-28,03,Day Sunny,28,25,—,0,—,140,13,—,1011,84
2024-03-28,02,Day Sunny,28,25,—,0,—,130,11,—,1012,84
2024-03-28,01,Day Sunny,28,25,—,0,—,150,17,—,1012,84
2024-03-28,00,Day Sunny,28,25,—,0,—,150,13,—,1013,84
2024-03-27,23,Day Cloudy,29,24.1,—,0,—,140,16.6,—,1014,75
2024-03-27,22,Day Sunny,29,23,—,0,—,160,14.8,—,1014,70
2024-03-27,21,Day Cloudy,30,23,—,0,—,150,13,—,1013,66
2024-03-27,20,Day Cloudy,30,23,—,0,—,150,18.4,—,1013,66
2024-03-27,19,Day Cloudy,31,23.1,—,0,—,140,20.5,—,1012,63
2024-03-27,18,Day Cloudy,31,23.1,—,0,—,170,16.6,—,1011,63
2024-03-27,17,Day Cloudy,33,23.1,—,0,—,150,18.4,—,1011,56
2024-03-27,16,Day Cloudy,35,23,—,0,—,180,20.5,—,1011,50
2024-03-27,15,Day Cloudy,36,21.8,—,0,—,170,14.8,—,1011,44
2024-03-27,14,Day Cloudy,37,19,—,0,—,63,7.6,—,1011,35
2024-03-27,13,Day Cloudy,36,19.9,—,0,—,63,4,—,1012,39
2024-03-27,12,Day Cloudy,35,20.2,—,0.1,—,80,7.6,—,1014,42
2024-03-27,11,Day Cloudy,34,20,—,0,—,70,7.6,—,1014,44
2024-03-27,10,Day Cloudy,32.3,22.7,—,0,—,76,14.8,—,1014.9,57
2024-03-27,09,Day Cloudy,29.8,23,—,0,—,75,9.3,—,1014.5,67
2024-03-27,08,Day Cloudy,27.3,23.1,—,0,—,72,5.5,—,1014.1,78
2024-03-27,07,Day Cloudy,29,21,—,0,—,80,7,—,1014,62
2024-03-27,06,Day Cloudy,28,21.1,—,0,—,80,7,—,1013,66
2024-03-27,05,Day Cloudy,28,21.1,—,0,—,120,9,—,1013,66
2024-03-27,04,Day Sunny,28,21.1,—,0,—,130,11,—,1012,66
2024-03-27,03,Day Sunny,28,22,—,0,—,140,13,—,1012,70
2024-03-27,02,Day Sunny,28,22,—,0,—,140,13,—,1012,70
2024-03-27,01,Day Sunny,29,22,—,0,—,140,18.4,—,1013,66
2024-03-27,00,Day Sunny,29,22,—,0,—,140,18.4,—,1013,66
2024-03-26,23,Day Cloudy,29,22,—,0,—,140,16.6,—,1013,66
2024-03-26,22,Day Cloudy,29,23,—,0,—,140,20.5,—,1013,70
2024-03-26,21,Day Cloudy,29,23,—,0,—,150,20,—,1013,70
2024-03-26,20,Day Cloudy,30,23,—,0,—,140,26,—,1013,66
2024-03-26,19,Day Cloudy,30,23,—,0,—,130,28,—,1012,66
2024-03-26,18,Day Cloudy,32,23,—,0,—,170,16.6,—,1011,59
2024-03-26,17,Day Cloudy,33,22.2,—,0,—,170,20.5,—,1010,53
2024-03-26,16,Day Cloudy,34,22.1,—,0,—,170,18.4,—,1010,50
2024-03-26,15,Day Cloudy,36,21.8,—,0,—,180,20.5,—,1009.7,44
2024-03-26,14,Day Cloudy,37,21.2,—,0,—,170,14.8,—,1010.5,40
2024-03-26,13,Day Cloudy,36,19,—,0,—,130,11.2,—,1011.4,37
2024-03-26,12,Day Cloudy,36,18.1,—,0,—,71,7.6,—,1012.3,35
2024-03-26,11,Day Cloudy,35,18.1,—,0,—,110,14.8,—,1013.2,37
2024-03-26,10,Day Cloudy,33,20.9,—,0,—,130,14.8,—,1013.8,49
2024-03-26,09,Day Cloudy,32,20,—,0,—,120,22.3,—,1013.5,49
2024-03-26,08,Day Cloudy,30,21.1,—,0,—,120,20.5,—,1013.2,59
2024-03-26,07,Day Cloudy,28,22.9,—,0,—,130,16.6,—,1012.8,74
2024-03-26,06,Day Cloudy,28,24,—,0,—,130,18.4,—,1012.3,79
2024-03-26,05,Day Cloudy,28,25,—,0,—,130,18.4,—,1012,84
2024-03-26,04,Day Cloudy,28,24,—,0,—,130,24.1,—,1011,79
2024-03-26,03,Day Cloudy,28,25,—,0,—,150,14.8,—,1011,84
2024-03-26,02,Day Cloudy,28,25,—,0,—,140,14.8,—,1011,84
2024-03-26,01,Day Cloudy,29,25,—,0,—,150,16.6,—,1012,79
2024-03-26,00,Day Sunny,29,25,—,0,—,150,13,—,1012,79
2024-03-25,23,Day Cloudy,29,25,—,0,—,140,16.6,—,1013,79
2024-03-25,22,Day Sunny,29,25,—,0,—,150,14.8,—,1012,79
2024-03-25,21,Day Cloudy,29,25,—,0,—,160,13,—,1012,79
2024-03-25,20,Day Cloudy,29,24.1,—,0,—,160,13,—,1011,75
2024-03-25,19,Day Cloudy,30,23,—,0,—,180,16.6,—,1010,66
2024-03-25,18,Day Cloudy,30,23.9,—,0,—,180,18.4,—,1010,70
2024-03-25,17,Day Cloudy,32,24.1,—,0,—,190,18.4,—,1009,63
2024-03-25,16,Day Cloudy,34,23.1,—,0.1,—,190,20.5,—,1009,53
2024-03-25,15,Day Cloudy,34,23.1,—,0.1,—,200,20.5,—,1009,53
2024-03-25,14,Day Cloudy,35,23,—,0,—,200,9.4,—,1009,50
2024-03-25,13,Day Cloudy,35,23,—,0,—,130,11.2,—,1010,50
2024-03-25,12,Day Cloudy,34,22.1,—,0,—,180,11.2,—,1011.4,50
2024-03-25,11,Day Cloudy,33,23.1,—,0,—,120,11.2,—,1012.3,56
2024-03-25,10,Day Cloudy,32,24.1,—,0,—,160,13,—,1013.1,63
2024-03-25,09,Day Cloudy,30,25.1,—,0,—,140,14.8,—,1012.9,75
2024-03-25,08,Day Cloudy,29,26,—,0,—,140,18.4,—,1012.6,84
2024-03-25,07,Day Cloudy,28,26,—,0,—,130,7.6,—,1012,89
2024-03-25,06,Day Cloudy,27,26,—,0,—,130,11.2,—,1012,94
2024-03-25,05,Day Sunny,27,26,—,0,—,140,11.2,—,1011,94
2024-03-25,04,Day Sunny,27,26,—,0,—,140,9.4,—,1011,94
2024-03-25,03,Day Sunny,27,26,—,0,—,130,13,—,1010,94
2024-03-25,02,Day Sunny,27,26,—,0,—,130,13,—,1011,94
2024-03-25,01,Day Sunny,27,26,—,0,—,140,11.2,—,1011,94
2024-03-25,00,Day Sunny,27,26,—,0,—,140,13,—,1012,94
