Date,H,COCO,TEMP,DWPT,TSUN,PRCP,SNOW,WDIR,WSPD,WPGT,PRES,RHUM
2024-03-24,23,Day Cloudy,28,26,—,0,—,130,16.6,—,1013,89
2024-03-24,22,Day Sunny,28,25,—,0,—,140,14.8,—,1013,84
2024-03-24,21,Day Cloudy,29,25,—,0,—,140,16.6,—,1013,79
2024-03-24,20,Day Cloudy,29,24.1,—,0,—,170,13,—,1012,75
2024-03-24,19,Day Cloudy,29,24.1,—,0,—,190,14.8,—,1012,75
2024-03-24,18,Day Cloudy,30,23,—,0,—,190,22.3,—,1010,66
2024-03-24,17,Day Cloudy,32,22.1,—,0,—,170,16.6,—,1010,56
2024-03-24,16,Day Cloudy,33,23.1,—,0,—,200,20.5,—,1009,56
2024-03-24,15,Day Cloudy,34,23.1,—,0,—,200,24.1,—,1010,53
2024-03-24,14,Day Cloudy,35,23,—,0,—,160,16.6,—,1010,50
2024-03-24,13,Day Cloudy,35,22,—,0,—,170,13,—,1010,47
2024-03-24,12,Day Cloudy,35,20.9,—,0,—,140,11.2,—,1011,44
2024-03-24,11,Day Cloudy,34,22.1,—,0,—,140,14.8,—,1012,50
2024-03-24,10,Day Cloudy,32,23,—,0,—,130,11.2,—,1013.3,59
2024-03-24,09,Day Cloudy,30,23.9,—,0,—,150,13,—,1012.9,70
2024-03-24,08,Day Cloudy,29,25,—,0,—,130,18.4,—,1012.5,79
2024-03-24,07,Day Cloudy,27,26,—,0,—,140,14.8,—,1012,94
2024-03-24,06,Day Cloudy,27,25,—,0,—,140,13,—,1011,89
2024-03-24,05,Day Cloudy,27,25,—,0,—,130,13,—,1010.6,89
2024-03-24,04,Day Cloudy,27,25,—,0,—,130,13,—,1010,89
2024-03-24,03,Day Cloudy,27,25,—,0,—,130,14.8,—,1010,89
2024-03-24,02,Day Cloudy,27,25,—,0,—,140,13,—,1010,89
2024-03-24,01,Day Cloudy,27,26,—,0,—,130,11.2,—,1011,94
2024-03-24,00,Day Cloudy,27,25,—,0,—,130,14.8,—,1011,89
2024-03-23,23,Day Cloudy,28,25,—,0,—,140,14.8,—,1012,84
2024-03-23,22,Day Sunny,28,24,—,0,—,140,14.8,—,1011,79
2024-03-23,21,Day Cloudy,28,22.9,—,0,—,150,11.2,—,1011,74
2024-03-23,20,Day Cloudy,29,23,—,0,—,150,13,—,1011,70
2024-03-23,19,Day Cloudy,29,22,—,0,—,170,13,—,1010,66
2024-03-23,18,Day Cloudy,30,21.1,—,0,—,170,18.4,—,1009,59
2024-03-23,17,Day Cloudy,31,22.1,—,0,—,180,22.3,—,1009,59
2024-03-23,16,Day Cloudy,33,20.9,—,0,—,180,20.5,—,1008,49
2024-03-23,15,Day Cloudy,33,19.8,—,0.2,—,170,18.4,—,1008,46
2024-03-23,14,Day Cloudy,34,21.1,—,0,—,190,14.8,—,1009,47
2024-03-23,13,Day Cloudy,34,22.1,—,0,—,200,13,—,1009,50
2024-03-23,12,Day Cloudy,32,22.1,—,0.2,—,180,11.2,—,1010,56
2024-03-23,11,Day Cloudy,33,22.2,—,0.1,—,150,13,—,1012,53
2024-03-23,10,Day Cloudy,32,23,—,0,—,140,18.4,—,1012,59
2024-03-23,09,Day Cloudy,31,23.9,—,0,—,130,20.5,—,1012,66
2024-03-23,08,Day Cloudy,29,25,—,0,—,140,14.8,—,1012,79
2024-03-23,07,Day Cloudy,27,25,—,0,—,140,16.6,—,1011,89
2024-03-23,06,Day Cloudy,27,25,—,0,—,140,14.8,—,1010,89
2024-03-23,05,Day Cloudy,27,25,—,0,—,130,11.2,—,1009,89
2024-03-23,04,Day Cloudy,27,25,—,0,—,130,9.4,—,1009,89
2024-03-23,03,Day Cloudy,27,25,—,0,—,140,11.2,—,1009,89
2024-03-23,02,Day Cloudy,27,25,—,0,—,140,16.6,—,1009,89
2024-03-23,01,Day Cloudy,27,25,—,0,—,140,20.5,—,1009,89
2024-03-23,00,Day Cloudy,27,24.1,—,0,—,140,14.8,—,1010,84
2024-03-22,23,Day Cloudy,28,24,—,0,—,140,11.2,—,1010,79
2024-03-22,22,Day Sunny,28,22.9,—,0,—,130,14.8,—,1010,74
2024-03-22,21,Day Cloudy,28,22.9,—,0,—,140,16.6,—,1010,74
2024-03-22,20,Day Cloudy,28,22,—,0,—,150,16.6,—,1009,70
2024-03-22,19,Day Cloudy,29,22,—,0,—,150,16.6,—,1008,66
2024-03-22,18,Day Cloudy,30,21.1,—,0,—,150,20.5,—,1008,59
2024-03-22,17,Cloudy,31,20.9,—,0,—,160,18.4,—,1007,55
2024-03-22,16,Day Cloudy,32,20,—,0,—,170,22.3,—,1006,49
2024-03-22,15,Day Cloudy,34,21.1,—,0,—,210,25.9,—,1006,47
2024-03-22,14,Day Cloudy,35,20.2,—,0,—,170,14.8,—,1007,42
2024-03-22,13,Day Cloudy,35,18.1,—,0,—,140,7.6,—,1007,37
2024-03-22,12,Day Cloudy,35,18.1,—,0,—,190,9.4,—,1008,37
2024-03-22,11,Day Cloudy,34,18.1,—,0,—,140,18.4,—,1010,39
2024-03-22,10,Day Cloudy,33,19.1,—,0,—,120,20.5,—,1011,44
2024-03-22,09,Day Cloudy,31,19,—,0,—,120,20.5,—,1011,49
2024-03-22,08,Day Cloudy,29,19.9,—,0,—,120,9.4,—,1011.2,58
2024-03-22,07,Day Cloudy,28,21.1,—,0,—,110,9.4,—,1011,66
2024-03-22,06,Day Cloudy,27,21.1,—,0,—,110,9.4,—,1010,70
2024-03-22,05,Day Cloudy,27,21.1,—,0,—,110,16.6,—,1009,70
2024-03-22,04,Day Cloudy,27,21.1,—,0,—,120,14.8,—,1009,70
2024-03-22,03,Day Cloudy,27,22,—,0,—,140,13,—,1009,74
2024-03-22,02,Day Cloudy,28,22,—,0,—,140,13,—,1009,70
2024-03-22,01,Day Cloudy,28,22,—,0,—,140,13,—,1010,70
2024-03-22,00,Day Cloudy,28,22,—,0,—,130,13,—,1010,70
2024-03-21,23,Day Cloudy,28,22,—,0,—,120,14.8,—,1011,70
2024-03-21,22,Day Sunny,28,22,—,0,—,140,18.4,—,1011,70
2024-03-21,21,Day Cloudy,28,21.1,—,0,—,130,22.3,—,1011,66
2024-03-21,20,Day Cloudy,29,21,—,0,—,140,24.1,—,1010,62
2024-03-21,19,Day Cloudy,30,21.1,—,0,—,130,22.3,—,1010,59
2024-03-21,18,Day Cloudy,31,20.9,—,0,—,160,14.8,—,1009,55
2024-03-21,17,Cloudy,32,22.1,—,0,—,190,18.4,—,1009,56
2024-03-21,16,Day Cloudy,33,22.2,—,0.3,—,190,20.5,—,1008,53
2024-03-21,15,Day Cloudy,35,20.2,—,0.3,—,240,7.6,—,1007,42
2024-03-21,14,Day Cloudy,35,19,—,0,—,150,9.4,—,1008,39
2024-03-21,13,Day Cloudy,34,18.9,—,0,—,60,3.6,—,1010.8,41
2024-03-21,12,Day Cloudy,34,20,—,0,—,63,5.4,—,1011.7,44
2024-03-21,11,Day Cloudy,33,19.8,—,0,—,68,9.4,—,1012.7,46
2024-03-21,10,Day Cloudy,32,20,—,0,—,74,5.4,—,1013.6,49
2024-03-21,09,Day Cloudy,31,20.9,—,0,—,73,5.4,—,1013.4,55
2024-03-21,08,Day Cloudy,29,22,—,0,—,68,3.6,—,1013.2,66
2024-03-21,07,Day Cloudy,27,25,—,0,—,273,3.6,—,1013.1,89
2024-03-21,06,Day Cloudy,26,24,—,0,—,0,0,—,1012,89
2024-03-21,05,Day Cloudy,26,23.1,—,0,—,275,1.8,—,1012,84
2024-03-21,04,Day Sunny,26,23.1,—,0,—,330,5.4,—,1012,84
2024-03-21,03,Day Sunny,27,22,—,0,—,330,5.4,—,1012,74
2024-03-21,02,Day Sunny,28,21.1,—,0,—,236,5.4,—,1012,66
2024-03-21,01,Day Sunny,28,21.1,—,0,—,100,9.4,—,1012,66
2024-03-21,00,Day Sunny,29,21,—,0,—,130,9.4,—,1013,62
2024-03-20,23,Day Cloudy,29,21,—,0,—,110,9.4,—,1013,62
2024-03-20,22,Day Sunny,29,21,—,0,—,130,9.4,—,1013,62
2024-03-20,21,Day Cloudy,30,20,—,0,—,140,11.2,—,1013,55
2024-03-20,20,Day Cloudy,30,20,—,0,—,150,16.6,—,1012,55
2024-03-20,19,Day Cloudy,31,19,—,0,—,150,16.6,—,1011,49
2024-03-20,18,Day Cloudy,32,20,—,0,—,160,13,—,1011,49
2024-03-20,17,Day Cloudy,33,19.8,—,0,—,170,16.6,—,1010,46
2024-03-20,16,Day Cloudy,34,21.1,—,0,—,150,16.6,—,1010,47
2024-03-20,15,Day Cloudy,35,20.2,—,0,—,190,16.6,—,1010,42
2024-03-20,14,Day Cloudy,37,16,—,0,—,110,14.8,—,1011,29
2024-03-20,13,Day Cloudy,36,16.2,—,0,—,140,11.2,—,1011,31
2024-03-20,12,Day Cloudy,35,16.8,—,0,—,120,13,—,1012,34
2024-03-20,11,Day Cloudy,33,17.2,—,0,—,120,13,—,1014,39
2024-03-20,10,Day Cloudy,32,17.9,—,0,—,60,9.4,—,1015,43
2024-03-20,09,Day Cloudy,30,19.1,—,0,—,72,5.4,—,1015,52
2024-03-20,08,Day Cloudy,28,21.1,—,0,—,60,9.4,—,1015,66
2024-03-20,07,Day Cloudy,26,22.1,—,0,—,40,5.4,—,1014,79
2024-03-20,06,Day Cloudy,25,23.1,—,0,—,20,5.4,—,1013,89
2024-03-20,05,Day Sunny,25,23.1,—,0,—,50,7.6,—,1013,89
2024-03-20,04,Day Sunny,24,22.1,—,0,—,70,5.4,—,1013,89
2024-03-20,03,Day Sunny,25,22.1,—,0,—,70,6,—,1012,84
2024-03-20,02,Day Sunny,26,22.1,—,0,—,90,7.6,—,1012,79
2024-03-20,01,Day Sunny,27,22,—,0,—,100,13,—,1012,74
2024-03-20,00,Day Sunny,27,21.1,—,0,—,100,13,—,1013,70
2024-03-19,23,Day Sunny,28,21.1,—,0,—,130,22.3,—,1013.1,66
2024-03-19,22,Day Sunny,28,21.1,—,0,—,140,14.8,—,1013,66
2024-03-19,21,Day Cloudy,28,21.1,—,0,—,140,11.2,—,1013,66
2024-03-19,20,Day Cloudy,29,19.9,—,0,—,140,13,—,1012,58
2024-03-19,19,Day Cloudy,29,19.9,—,0,—,140,18.4,—,1011,58
2024-03-19,18,Day Cloudy,31,19,—,0,—,160,16.6,—,1011,49
2024-03-19,17,Day Cloudy,32,20,—,0,—,150,18.4,—,1010,49
2024-03-19,16,Day Cloudy,33,19.8,—,0,—,160,20.5,—,1010,46
2024-03-19,15,Day Cloudy,34,18.9,—,0,—,180,20.5,—,1009,41
2024-03-19,14,Day Cloudy,35,18.1,—,0,—,190,22.3,—,1010,37
2024-03-19,13,Day Cloudy,35,18.1,—,0,—,130,16.6,—,1011,37
2024-03-19,12,Day Cloudy,35,15.9,—,0,—,110,16.6,—,1011,32
2024-03-19,11,Day Cloudy,34,16.8,—,0,—,130,18.4,—,1013,36
2024-03-19,10,Day Cloudy,32,18.9,—,0,—,100,14.8,—,1014,46
2024-03-19,09,Day Cloudy,31,19,—,0,—,100,22.3,—,1014,49
2024-03-19,08,Day Cloudy,30,19.1,—,0,—,110,20.5,—,1012.9,52
2024-03-19,07,Day Cloudy,27,20.1,—,0,—,130,16.6,—,1013,66
2024-03-19,06,Day Cloudy,26,21,—,0,—,140,11.2,—,1012,74
2024-03-19,05,Day Cloudy,26,21,—,0,—,130,13,—,1011,74
2024-03-19,04,Day Sunny,26,22.1,—,0,—,130,14.8,—,1011,79
2024-03-19,03,Day Sunny,27,22,—,0,—,140,13,—,1011,74
2024-03-19,02,Day Sunny,27,22,—,0,—,140,13,—,1011,74
2024-03-19,01,Day Sunny,27,22,—,0,—,140,13,—,1011,74
2024-03-19,00,Day Sunny,27,22,—,0,—,130,16.6,—,1011,74
2024-03-18,23,Day Cloudy,28,22,—,0,—,150,13,—,1012,70
2024-03-18,22,Day Sunny,28,22,—,0,—,160,13,—,1012,70
2024-03-18,21,Day Cloudy,28,21.1,—,0,—,150,13,—,1012,66
2024-03-18,20,Day Cloudy,29,19.9,—,0,—,140,18.4,—,1011,58
2024-03-18,19,Day Cloudy,29,19.9,—,0,—,160,13,—,1011,58
2024-03-18,18,Day Cloudy,30,20,—,0,—,160,16.6,—,1010,55
2024-03-18,17,Cloudy,32,20,—,0,—,170,20.5,—,1009,49
2024-03-18,16,Day Cloudy,33,20.9,—,0,—,150,20.5,—,1008,49
2024-03-18,15,Day Cloudy,34,20,—,0,—,180,20.5,—,1008,44
2024-03-18,14,Day Cloudy,35,20.9,—,0,—,200,16.6,—,1009,44
2024-03-18,13,Day Cloudy,36,18.1,—,0,—,160,7.6,—,1010,35
2024-03-18,12,Day Cloudy,34,18.9,—,0,—,180,9.4,—,1011,41
2024-03-18,11,Day Cloudy,33,19.8,—,0,—,130,11.2,—,1012,46
2024-03-18,10,Day Cloudy,32,20.9,—,0,—,130,11.2,—,1013,52
2024-03-18,09,Day Cloudy,30,21.9,—,0,—,100,16.6,—,1013,62
2024-03-18,08,Day Cloudy,29,23,—,0,—,110,18.4,—,1012.4,70
2024-03-18,07,Day Cloudy,27,24.1,—,0,—,130,14.8,—,1013,84
2024-03-18,06,Day Cloudy,27,23,—,0,—,140,13,—,1012,79
2024-03-18,05,Day Sunny,27,23,—,0,—,140,11.2,—,1010,79
2024-03-18,04,Day Sunny,27,22,—,0,—,140,14.8,—,1010,74
2024-03-18,03,Day Sunny,27,22,—,0,—,140,13,—,1010,74
2024-03-18,02,Day Sunny,27,22,—,0,—,140,13,—,1010,74
2024-03-18,01,Day Sunny,28,22,—,0,—,130,16.6,—,1010,70
2024-03-18,00,Day Sunny,28,21.1,—,0,—,140,13,—,1011,66
2024-03-17,23,Day Sunny,28,22,—,0,—,140,18.4,—,1011,70
2024-03-17,22,Day Sunny,29,21,—,0,—,140,14.8,—,1012,62
2024-03-17,21,Day Cloudy,29,21,—,0,—,140,13,—,1012,62
2024-03-17,20,Day Cloudy,30,21.1,—,0,—,140,18.4,—,1012,59
2024-03-17,19,Day Cloudy,31,20.9,—,0,—,170,13,—,1011,55
2024-03-17,18,Day Cloudy,32,20,—,0,—,160,14.8,—,1010,49
2024-03-17,17,Day Cloudy,33,19.8,—,0,—,170,16.6,—,1009.6,46
2024-03-17,16,Day Cloudy,34,20,—,0,—,190,20.5,—,1009,44
2024-03-17,15,Day Cloudy,35,20.2,—,0,—,190,14.8,—,1009,42
2024-03-17,14,Day Cloudy,34,18.9,—,0,—,140,9.4,—,1010,41
2024-03-17,13,Day Cloudy,35,19,—,0,—,140,9.4,—,1011,39
2024-03-17,12,Day Cloudy,34,18.9,—,0,—,140,9.4,—,1012,41
2024-03-17,11,Day Cloudy,33,19.8,—,0,—,140,9.4,—,1013,46
2024-03-17,10,Day Cloudy,32,20,—,0,—,110,16.6,—,1014,49
2024-03-17,09,Day Cloudy,31,20,—,0,—,100,16.6,—,1014,52
2024-03-17,08,Day Cloudy,29,19.9,—,0,—,110,11.2,—,1014,58
2024-03-17,07,Day Cloudy,28,22,—,0,—,110,5.4,—,1014,70
2024-03-17,06,Day Cloudy,27,23,—,0,—,140,13,—,1013,79
2024-03-17,05,Day Sunny,27,23,—,0,—,140,11.2,—,1013,79
2024-03-17,04,Day Sunny,27,24.1,—,0,—,150,11.2,—,1012,84
2024-03-17,03,Day Sunny,27,24.1,—,0,—,170,9.4,—,1012,84
2024-03-17,02,Day Sunny,27,24.1,—,0,—,220,11.2,—,1013,84
2024-03-17,01,Day Sunny,28,22,—,0,—,150,13,—,1013,70
2024-03-17,00,Day Sunny,28,22.9,—,0,—,140,9.4,—,1013,74
2024-03-16,23,Day Cloudy,28,22.9,—,0,—,130,7.6,—,1013,74
2024-03-16,22,Day Sunny,28,21.1,—,0,—,130,14.8,—,1014,66
2024-03-16,21,Day Cloudy,29,21,—,0,—,140,16.6,—,1013,62
2024-03-16,20,Day Cloudy,29,21,—,0,—,150,13,—,1012,62
2024-03-16,19,Day Cloudy,30,20,—,0,—,140,16.6,—,1012,55
2024-03-16,18,Day Cloudy,31,20,—,0,—,160,13,—,1012,52
2024-03-16,17,Day Cloudy,33,19.8,—,0,—,170,16.6,—,1011,46
2024-03-16,16,Day Cloudy,34,20,—,0,—,150,14.8,—,1010,44
2024-03-16,15,Day Cloudy,35,20.9,—,0,—,180,14.8,—,1010,44
2024-03-16,14,Day Cloudy,36,19,—,0,—,160,11.2,—,1011.4,37
2024-03-16,13,Day Cloudy,35,18.1,—,0,—,130,9.4,—,1012.3,37
2024-03-16,12,Day Cloudy,35,18.1,—,0,—,80,13,—,1013.2,37
2024-03-16,11,Day Cloudy,34,18.9,—,0,—,110,14.8,—,1014,41
2024-03-16,10,Day Cloudy,32,18.9,—,0,—,120,18.4,—,1014.8,46
2024-03-16,09,Day Cloudy,31,20.9,—,0,—,120,13,—,1014.4,55
2024-03-16,08,Day Cloudy,29,22,—,0,—,130,14.8,—,1013.9,66
2024-03-16,07,Day Cloudy,27,24.1,—,0,—,130,13,—,1014,84
2024-03-16,06,Day Cloudy,26,24,—,0,—,130,13,—,1013,89
2024-03-16,05,Day Sunny,26,24,—,0,—,140,13,—,1012.6,89
2024-03-16,04,Day Sunny,26,24,—,0,—,130,16.6,—,1012.1,89
2024-03-16,03,Day Sunny,26,25,—,0,—,140,14.8,—,1012,94
2024-03-16,02,Day Sunny,27,25,—,0,—,140,14.8,—,1012,89
2024-03-16,01,Day Sunny,27,25,—,0,—,140,14.8,—,1012,89
2024-03-16,00,Day Sunny,27,24.1,—,0,—,130,11.2,—,1013,84
2024-03-15,23,Day Cloudy,27,24.1,—,0,—,140,13,—,1013.4,84
2024-03-15,22,Day Sunny,27,24.1,—,0,—,140,16.6,—,1013.4,84
2024-03-15,21,Day Sunny,28,22.9,—,0,—,140,14.8,—,1012.7,74
2024-03-15,20,Day Cloudy,28,22,—,0,—,170,13,—,1011.9,70
2024-03-15,19,Day Cloudy,29,22,—,0,—,180,18.4,—,1011.1,66
2024-03-15,18,Day Cloudy,30,21.1,—,0,—,170,16.6,—,1010.5,59
2024-03-15,17,Day Cloudy,32,18.9,—,0,—,200,20.5,—,1009.9,46
2024-03-15,16,Day Cloudy,34,18.9,—,0,—,210,18.4,—,1009.2,41
2024-03-15,15,Day Cloudy,35,20.2,—,0,—,190,18.4,—,1010.1,42
2024-03-15,14,Day Cloudy,34,20,—,0,—,160,11.2,—,1010.9,44
2024-03-15,13,Day Cloudy,34,20,—,0,—,140,14.8,—,1011.8,44
2024-03-15,12,Day Cloudy,33,19.8,—,0,—,130,13,—,1012.6,46
2024-03-15,11,Day Cloudy,32,20,—,0,—,130,14.8,—,1013.5,49
2024-03-15,10,Day Cloudy,31,20,—,0,—,140,13,—,1014.3,52
2024-03-15,09,Day Cloudy,30,21.1,—,0,—,120,22.3,—,1013.9,59
2024-03-15,08,Day Cloudy,28,22.9,—,0,—,110,20.5,—,1013.4,74
2024-03-15,07,Day Cloudy,27,23,—,0,—,110,13,—,1014,79
2024-03-15,06,Day Cloudy,26,23.1,—,0,—,130,18.4,—,1013,84
2024-03-15,05,Day Cloudy,26,23.1,—,0,—,130,16.6,—,1012,84
2024-03-15,04,Day Cloudy,26,24,—,0,—,120,14.8,—,1011,89
2024-03-15,03,Day Cloudy,27,24.1,—,0,—,140,14.8,—,1011,84
2024-03-15,02,Day Cloudy,27,24.1,—,0,—,140,14.8,—,1011,84
2024-03-15,01,Day Cloudy,27,24.1,—,0,—,140,16.6,—,1012,84
2024-03-15,00,Day Sunny,28,24,—,0,—,140,18.4,—,1012,79
2024-03-14,23,Day Cloudy,28,24,—,0,—,150,14.8,—,1012,79
2024-03-14,22,Day Sunny,28,22.9,—,0,—,140,16.6,—,1013,74
2024-03-14,21,Day Cloudy,29,22,—,0,—,140,14.8,—,1012,66
2024-03-14,20,Day Cloudy,29,22,—,0,—,160,16.6,—,1012,66
2024-03-14,19,Day Cloudy,29,23,—,0,—,160,16.6,—,1011,70
2024-03-14,18,Day Cloudy,30,21.9,—,0,—,180,18.4,—,1010,62
2024-03-14,17,Cloudy,32,20.9,—,0,—,150,18.4,—,1010,52
2024-03-14,16,Day Cloudy,32,23,—,0,—,200,25.9,—,1009,59
2024-03-14,15,Day Cloudy,36,19,—,0,—,180,9.4,—,1009,37
2024-03-14,14,Day Cloudy,36,19.9,—,0,—,310,7.6,—,1009,39
2024-03-14,13,Day Cloudy,34,20,—,0,—,120,11.2,—,1011,44
2024-03-14,12,Day Cloudy,33,19.8,—,0,—,70,3.6,—,1012,46
2024-03-14,11,Day Cloudy,33,20.9,—,0,—,110,11.2,—,1013,49
2024-03-14,10,Day Cloudy,31,20.9,—,0,—,150,14.8,—,1014,55
2024-03-14,09,Day Cloudy,30,23,—,0,—,130,20.5,—,1014,66
2024-03-14,08,Day Cloudy,28,24,—,0,—,130,16.6,—,1014,79
2024-03-14,07,Day Cloudy,27,24.1,—,0,—,150,13,—,1014,84
2024-03-14,06,Day Cloudy,27,24.1,—,0,—,140,9.4,—,1013,84
2024-03-14,05,Day Cloudy,27,24.1,—,0,—,140,9.4,—,1012,84
2024-03-14,04,Day Cloudy,27,25,—,0,—,140,7.6,—,1012,89
2024-03-14,03,Day Cloudy,27,25,—,0,—,150,11.2,—,1011,89
2024-03-14,02,Day Cloudy,27,24.1,—,0,—,150,11.2,—,1012,84
2024-03-14,01,Day Cloudy,28,24,—,0,—,150,14.8,—,1012,79
2024-03-14,00,Day Sunny,28,22.9,—,0,—,150,14.8,—,1012,74
2024-03-13,23,Day Cloudy,28,22.9,—,0,—,170,13,—,1013,74
2024-03-13,22,Day Sunny,28,22,—,0,—,160,13,—,1013,70
2024-03-13,21,Day Cloudy,29,22,—,0,—,150,13,—,1013,66
2024-03-13,20,Day Cloudy,29,22,—,0,—,170,13,—,1012,66
2024-03-13,19,Day Cloudy,30,21.9,—,0,—,170,11.2,—,1010.9,62
2024-03-13,18,Day Cloudy,31,20.9,—,0,—,160,14.8,—,1010.4,55
2024-03-13,17,Day Cloudy,32,20.9,—,0,—,190,16.6,—,1009.8,52
2024-03-13,16,Day Cloudy,32,20.9,—,0,—,180,20.5,—,1009.3,52
2024-03-13,15,Day Cloudy,34,21.1,—,0,—,170,14.8,—,1010.3,47
2024-03-13,14,Day Cloudy,35,19,—,0,—,30,5.4,—,1011.3,39
2024-03-13,13,Day Cloudy,34,20,—,0,—,20,3.6,—,1012.2,44
2024-03-13,12,Day Cloudy,34,20,—,0,—,59,7.6,—,1013.1,44
2024-03-13,11,Day Cloudy,33,19.8,—,0,—,90,9.4,—,1013.9,46
2024-03-13,10,Day Cloudy,32,20,—,0,—,90,13,—,1014.8,49
2024-03-13,09,Day Cloudy,31,20.9,—,0,—,100,14.8,—,1014,55
2024-03-13,08,Day Cloudy,29,21,—,0,—,110,13,—,1013.9,62
2024-03-13,07,Day Cloudy,28,22,—,0,—,100,9.4,—,1013.5,70
2024-03-13,06,Day Cloudy,27,21.1,—,0,—,110,11.2,—,1013,70
2024-03-13,05,Day Cloudy,27,21.1,—,0,—,130,9.4,—,1012,70
2024-03-13,04,Day Sunny,27,21.1,—,0,—,130,11,—,1012,70
2024-03-13,03,Day Sunny,28,21.1,—,0,—,140,13,—,1012,66
2024-03-13,02,Day Sunny,28,21.1,—,0,—,140,9.4,—,1011,66
2024-03-13,01,Day Sunny,28,21.1,—,0,—,140,11.2,—,1013,66
2024-03-13,00,Day Sunny,29,21,—,0,—,150,16.6,—,1012,62
2024-03-12,23,Day Cloudy,29,19.9,—,0,—,150,13,—,1013,58
2024-03-12,22,Day Sunny,29,19.9,—,0,—,140,13,—,1013,58
2024-03-12,21,Day Cloudy,30,21.1,—,0,—,150,14.8,—,1013,59
2024-03-12,20,Day Cloudy,30,21.1,—,0,—,160,13,—,1012,59
2024-03-12,19,Day Cloudy,31,20.9,—,0,—,160,16.6,—,1012,55
2024-03-12,18,Day Cloudy,31,20.9,—,0,—,170,14.8,—,1011,55
2024-03-12,17,Day Cloudy,33,20.9,—,0,—,170,16.6,—,1011,49
2024-03-12,16,Day Cloudy,34,21.1,—,0,—,190,18.4,—,1010,47
2024-03-12,15,Day Cloudy,35,20.9,—,0,—,180,11.2,—,1010,44
2024-03-12,14,Day Cloudy,35,19,—,0,—,190,16.6,—,1011.7,39
2024-03-12,13,Day Cloudy,36,18.1,—,0,—,120,13,—,1012.6,35
2024-03-12,12,Day Cloudy,35,18.1,—,0,—,90,9.4,—,1013.4,37
2024-03-12,11,Day Cloudy,34,18.9,—,0,—,69,5.4,—,1014.2,41
2024-03-12,10,Day Cloudy,34,18.9,—,0,—,60,11.2,—,1015,41
2024-03-12,09,Day Cloudy,32,20,—,0,—,40,9.4,—,1014.6,49
2024-03-12,08,Day Cloudy,30,20,—,0,—,50,7.6,—,1014.1,55
2024-03-12,07,Day Cloudy,28,22,—,0,—,50,7.6,—,1013.8,70
2024-03-12,06,Day Cloudy,27,22,—,0,—,50,1.8,—,1013.1,74
2024-03-12,05,Day Sunny,27,22,—,0,—,70,3.6,—,1012.6,74
2024-03-12,04,Day Sunny,27,21.1,—,0,—,90,13,—,1012.1,70
2024-03-12,03,Day Sunny,28,21.1,—,0,—,110,13,—,1012,66
2024-03-12,02,Day Sunny,28,22,—,0,—,140,9.4,—,1012.8,70
2024-03-12,01,Day Sunny,28,22,—,0,—,130,11.2,—,1013.2,70
2024-03-12,00,Day Sunny,29,22,—,0,—,130,11.2,—,1013.4,66
2024-03-11,23,Day Sunny,29,22,—,0,—,140,9.4,—,1013.6,66
2024-03-11,22,Day Sunny,30,21.1,—,0,—,160,9.4,—,1013.8,59
2024-03-11,21,Day Cloudy,30,21.1,—,0,—,140,13,—,1013,59
2024-03-11,20,Day Cloudy,30,20,—,0,—,140,11.2,—,1012.2,55
2024-03-11,19,Day Cloudy,31,20,—,0,—,150,20.5,—,1011.4,52
2024-03-11,18,Day Cloudy,32,20,—,0,—,170,14.8,—,1010.8,49
2024-03-11,17,Day Cloudy,33,19.8,—,0,—,150,14.8,—,1010.3,46
2024-03-11,16,Day Cloudy,34,18.9,—,0,—,150,16.6,—,1010,41
2024-03-11,15,Day Cloudy,34.1,18.6,—,0,—,58,20.4,—,1011,40
2024-03-11,14,Day Cloudy,37,18.1,—,0,—,190,14.8,—,1011.9,33
2024-03-11,13,Day Cloudy,36,16.2,—,0,—,90,16.6,—,1012.8,31
2024-03-11,12,Day Cloudy,35,15.9,—,0,—,65,9.4,—,1013.7,32
2024-03-11,11,Day Cloudy,34,16.8,—,0,—,130,13,—,1014.5,36
2024-03-11,10,Day Cloudy,33,17.2,—,0,—,120,18.4,—,1015.4,39
2024-03-11,09,Day Cloudy,32,17.9,—,0,—,110,14.8,—,1015,43
2024-03-11,08,Day Cloudy,29,19,—,0,—,110,13,—,1014.6,55
2024-03-11,07,Day Cloudy,27,21.1,—,0,—,242,5.4,—,1014.3,70
2024-03-11,06,Day Cloudy,26,18.9,—,0,—,50,7.6,—,1014,65
2024-03-11,05,Day Cloudy,27,19.1,—,0,—,110,7.6,—,1013,62
2024-03-11,04,Day Sunny,25,18.9,—,0,—,90,7.6,—,1013,69
2024-03-11,03,Day Sunny,26,18.9,—,0,—,90,11.2,—,1012,65
2024-03-11,02,Day Sunny,27,19.1,—,0,—,90,13,—,1012,62
2024-03-11,01,Day Sunny,28,19,—,0,—,110,14.8,—,1013,58
2024-03-11,00,Day Sunny,28,20,—,0,—,130,13,—,1013,62
2024-03-10,23,Day Cloudy,28,20,—,0,—,130,16.6,—,1013,62
2024-03-10,22,Day Sunny,29,19.9,—,0,—,130,20.5,—,1014,58
2024-03-10,21,Day Sunny,29,19,—,0,—,140,22.3,—,1013.4,55
2024-03-10,20,Day Cloudy,29,19.9,—,0,—,140,25.9,—,1012.7,58
