epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,1811.22,0.8698,0.98551,1.27,0.66712,0.5414,0.55348,0.40924,1.14697,1.57403,1.59891,0.000781033,0.000781033,0.000781033
32,1869.48,0.85804,0.95767,1.25297,0.63722,0.4762,0.55513,0.40068,1.23241,1.56722,1.66777,0.000770034,0.000770034,0.000770034
33,1927.26,0.85067,0.96784,1.25925,0.65248,0.51776,0.58893,0.44312,1.14467,1.58716,1.55861,0.000759035,0.000759035,0.000759035
34,1985.22,0.83046,0.95503,1.2403,0.6215,0.53408,0.54851,0.42566,1.15881,1.59117,1.61039,0.000748036,0.000748036,0.000748036
35,2043.01,0.82134,0.89452,1.23527,0.62591,0.56171,0.57214,0.42849,1.14363,1.54622,1.59705,0.000737037,0.000737037,0.000737037
36,2100.85,0.8128,0.89373,1.22814,0.70675,0.47862,0.53398,0.37564,1.18592,1.52033,1.59824,0.000726038,0.000726038,0.000726038
37,2158.58,0.82148,0.92792,1.24116,0.62784,0.51324,0.55678,0.41106,1.11958,1.53728,1.5389,0.00071504,0.00071504,0.00071504
38,2216.37,0.8141,0.90477,1.24271,0.6603,0.54013,0.56607,0.4034,1.1712,1.55836,1.62093,0.000704041,0.000704041,0.000704041
39,2274.23,0.80199,0.84902,1.2259,0.61466,0.566,0.60023,0.46434,1.09553,1.5001,1.53749,0.000693042,0.000693042,0.000693042
40,2332.11,0.77789,0.83614,1.19316,0.64427,0.53663,0.57726,0.42964,1.15265,1.74122,1.6086,0.000682043,0.000682043,0.000682043
41,2390.05,0.81027,0.8721,1.22532,0.64557,0.62559,0.60498,0.44818,1.16057,1.45007,1.63454,0.000671044,0.000671044,0.000671044
42,2447.83,0.79694,0.83468,1.20422,0.68411,0.54212,0.61435,0.44686,1.17535,1.43007,1.61984,0.000660045,0.000660045,0.000660045
43,2505.7,0.76781,0.82978,1.1938,0.71525,0.5509,0.58039,0.42793,1.11656,1.53975,1.55962,0.000649046,0.000649046,0.000649046
44,2563.58,0.77471,0.79511,1.20637,0.70891,0.55193,0.59981,0.4501,1.15989,1.48709,1.61964,0.000638047,0.000638047,0.000638047
45,2621.36,0.76696,0.77587,1.19049,0.48292,0.53481,0.5435,0.42615,1.12116,1.61355,1.55545,0.000627048,0.000627048,0.000627048
46,2679.23,0.76044,0.78788,1.18485,0.71541,0.49341,0.58204,0.44359,1.15198,1.47779,1.6186,0.000616049,0.000616049,0.000616049
47,2737.02,0.73033,0.76942,1.17299,0.63659,0.54883,0.58257,0.44621,1.09907,1.47137,1.53907,0.000605051,0.000605051,0.000605051
48,2795.06,0.73808,0.75464,1.17735,0.63076,0.60912,0.60337,0.44609,1.14832,1.49911,1.60888,0.000594052,0.000594052,0.000594052
49,2852.79,0.72586,0.75153,1.15969,0.56335,0.58263,0.57957,0.43326,1.13246,1.5429,1.60057,0.000583053,0.000583053,0.000583053
50,2910.58,0.76433,0.7636,1.18589,0.6365,0.536,0.57966,0.44398,1.12137,1.59076,1.55654,0.000572054,0.000572054,0.000572054
51,2968.35,0.72263,0.72842,1.16782,0.56975,0.57525,0.5818,0.43142,1.14952,1.57892,1.60901,0.000561055,0.000561055,0.000561055
52,3026.2,0.71496,0.73223,1.15585,0.60399,0.59476,0.58618,0.46271,1.10543,1.55046,1.56291,0.000550056,0.000550056,0.000550056
53,3083.98,0.73113,0.75154,1.18835,0.61102,0.53883,0.54541,0.40455,1.11618,1.54061,1.60237,0.000539057,0.000539057,0.000539057
54,3141.81,0.73022,0.74745,1.17211,0.55085,0.53144,0.53987,0.39888,1.17305,1.60334,1.69795,0.000528058,0.000528058,0.000528058
55,3199.63,0.71491,0.73951,1.16173,0.56623,0.59944,0.59079,0.43527,1.11675,1.56027,1.61122,0.000517059,0.000517059,0.000517059
56,3257.35,0.69158,0.70443,1.14233,0.55779,0.62263,0.60536,0.45136,1.16373,1.52317,1.65198,0.00050606,0.00050606,0.00050606
57,3315.08,0.67941,0.68706,1.13753,0.68661,0.54367,0.59485,0.4514,1.14272,1.49829,1.62836,0.000495062,0.000495062,0.000495062
58,3372.79,0.67417,0.6622,1.13477,0.71305,0.53126,0.56755,0.41731,1.14718,1.57394,1.63223,0.000484063,0.000484063,0.000484063
59,3430.6,0.67523,0.66296,1.1305,0.66446,0.49895,0.57085,0.4289,1.15509,1.52893,1.64086,0.000473064,0.000473064,0.000473064
60,3488.35,0.68052,0.64953,1.13535,0.68455,0.50317,0.56247,0.40691,1.15531,1.65865,1.71276,0.000462065,0.000462065,0.000462065
61,3546.08,0.67371,0.64973,1.13229,0.62471,0.58173,0.58502,0.44141,1.13949,1.59505,1.65241,0.000451066,0.000451066,0.000451066
62,3603.86,0.688,0.6575,1.13935,0.74798,0.51308,0.61836,0.46747,1.10608,1.46853,1.60514,0.000440067,0.000440067,0.000440067
63,3661.94,0.66702,0.64737,1.12164,0.70054,0.52424,0.60133,0.45555,1.09681,1.52859,1.61555,0.000429068,0.000429068,0.000429068
64,3719.85,0.65839,0.63483,1.11495,0.68585,0.53694,0.60414,0.45571,1.10306,1.50944,1.58883,0.000418069,0.000418069,0.000418069
65,3778.11,0.64996,0.62562,1.10818,0.75219,0.49962,0.58335,0.44052,1.11263,1.57005,1.59711,0.00040707,0.00040707,0.00040707
66,3836.11,0.64878,0.61526,1.11615,0.63958,0.57137,0.59691,0.44395,1.13935,1.56403,1.63129,0.000396071,0.000396071,0.000396071
67,3893.88,0.62924,0.61049,1.10411,0.66209,0.53788,0.60619,0.4712,1.10337,1.4905,1.58407,0.000385073,0.000385073,0.000385073
68,3951.72,0.63424,0.60872,1.10884,0.61745,0.63279,0.60515,0.47073,1.11713,1.46836,1.58473,0.000374074,0.000374074,0.000374074
69,4009.49,0.63683,0.61238,1.11164,0.55946,0.61209,0.5923,0.45355,1.06502,1.53083,1.52813,0.000363075,0.000363075,0.000363075
70,4067.36,0.62724,0.59718,1.10621,0.63676,0.55176,0.58708,0.4298,1.13151,1.56918,1.64047,0.000352076,0.000352076,0.000352076
71,4125.25,0.61778,0.5704,1.09979,0.66564,0.57231,0.59299,0.45147,1.07849,1.52873,1.5707,0.000341077,0.000341077,0.000341077
72,4183.11,0.59616,0.56337,1.08113,0.55481,0.59419,0.59144,0.46194,1.04309,1.59738,1.53079,0.000330078,0.000330078,0.000330078
73,4240.74,0.59826,0.5597,1.07712,0.71813,0.50616,0.60155,0.46368,1.07798,1.51447,1.60656,0.000319079,0.000319079,0.000319079
74,4298.44,0.60666,0.58262,1.08033,0.70349,0.5113,0.58171,0.44858,1.08478,1.55119,1.60504,0.00030808,0.00030808,0.00030808
75,4356.62,0.60525,0.57527,1.09183,0.71796,0.56978,0.62822,0.48083,1.11544,1.47836,1.64537,0.000297081,0.000297081,0.000297081
76,4414.92,0.58631,0.53837,1.07435,0.65461,0.60101,0.60566,0.4598,1.10333,1.57571,1.58369,0.000286083,0.000286083,0.000286083
77,4472.62,0.58466,0.53231,1.06823,0.67565,0.57615,0.59968,0.46306,1.06986,1.51279,1.54384,0.000275084,0.000275084,0.000275084
78,4530.55,0.58901,0.52837,1.07385,0.60607,0.60266,0.60349,0.46249,1.12768,1.4943,1.65881,0.000264085,0.000264085,0.000264085
79,4588.56,0.58311,0.53565,1.0665,0.71544,0.52672,0.61099,0.46996,1.1184,1.46886,1.64889,0.000253086,0.000253086,0.000253086
80,4646.54,0.56555,0.52958,1.06763,0.70432,0.54179,0.60177,0.46356,1.09154,1.50964,1.61999,0.000242087,0.000242087,0.000242087
81,4704.53,0.57614,0.52112,1.06516,0.69135,0.60684,0.62558,0.47511,1.07455,1.46754,1.62248,0.000231088,0.000231088,0.000231088
82,4762.33,0.58659,0.52981,1.07762,0.6659,0.60459,0.63635,0.48895,1.0713,1.45564,1.59546,0.000220089,0.000220089,0.000220089
83,4820.37,0.55848,0.50634,1.05729,0.72324,0.57348,0.6292,0.48603,1.08386,1.45409,1.61503,0.00020909,0.00020909,0.00020909
84,4878.44,0.54362,0.49639,1.05407,0.66892,0.62438,0.63872,0.4768,1.0901,1.43617,1.6409,0.000198091,0.000198091,0.000198091
85,4936.33,0.56524,0.51359,1.05634,0.63444,0.63523,0.64549,0.48676,1.09278,1.39595,1.64955,0.000187092,0.000187092,0.000187092
86,4994.59,0.5394,0.49039,1.0427,0.68759,0.60502,0.64278,0.49339,1.08252,1.45372,1.61604,0.000176094,0.000176094,0.000176094
87,5052.8,0.53721,0.48891,1.04321,0.72314,0.54263,0.62483,0.48464,1.06257,1.48093,1.59346,0.000165095,0.000165095,0.000165095
88,5110.84,0.54677,0.49446,1.04394,0.65043,0.62153,0.63229,0.49296,1.06218,1.42968,1.60596,0.000154096,0.000154096,0.000154096
89,5168.76,0.55033,0.49612,1.05471,0.675,0.6095,0.63778,0.48501,1.07143,1.46719,1.62767,0.000143097,0.000143097,0.000143097
90,5226.8,0.54277,0.49124,1.05396,0.6622,0.58949,0.64206,0.49596,1.07255,1.47507,1.62523,0.000132098,0.000132098,0.000132098
91,5285.74,0.46658,0.37777,0.99182,0.6379,0.63313,0.6246,0.46938,1.10927,1.51414,1.64005,0.000121099,0.000121099,0.000121099
92,5343.72,0.44037,0.35465,0.97865,0.64782,0.61325,0.62978,0.47535,1.08278,1.4867,1.62532,0.0001101,0.0001101,0.0001101
93,5401.56,0.45105,0.34539,0.97831,0.66082,0.58974,0.62086,0.47909,1.09476,1.47069,1.62242,9.91012e-05,9.91012e-05,9.91012e-05
94,5459.71,0.43143,0.33464,0.97203,0.5899,0.59488,0.61669,0.47949,1.09258,1.48949,1.6314,8.81023e-05,8.81023e-05,8.81023e-05
95,5518.08,0.40836,0.32005,0.95036,0.66324,0.53188,0.6123,0.46865,1.08841,1.53371,1.64742,7.71034e-05,7.71034e-05,7.71034e-05
96,5576.23,0.40641,0.3173,0.94912,0.55741,0.64504,0.61579,0.47576,1.07304,1.47377,1.61756,6.61045e-05,6.61045e-05,6.61045e-05
97,5634.35,0.40857,0.31107,0.9483,0.63252,0.56377,0.61962,0.48276,1.07613,1.49796,1.62122,5.51056e-05,5.51056e-05,5.51056e-05
98,5692.38,0.40871,0.31062,0.95522,0.5965,0.5958,0.61521,0.47395,1.07243,1.49549,1.62315,4.41067e-05,4.41067e-05,4.41067e-05
99,5750.28,0.39288,0.30252,0.93196,0.58724,0.60152,0.62008,0.4821,1.07563,1.49754,1.62515,3.31078e-05,3.31078e-05,3.31078e-05
100,5808.47,0.40529,0.3156,0.95178,0.5739,0.60607,0.61508,0.48232,1.07701,1.49713,1.62918,2.21089e-05,2.21089e-05,2.21089e-05
